0821_ctrl_tracking_C.csv
t,set_x,set_y,set_z,set_ry,uav_x,uav_y,uav_z,uav_ry,e_x,e_y,e_z,e_ry,
3371.83,1,1,1,-nan,1.00061,1.00611,0.987658,0.000122547,-0.000614166,-0.0061146,0.0123418,-nan,
3371.85,1,1,1,-nan,1.00085,1.00639,0.987817,0.000188412,-0.000845551,-0.00639153,0.0121834,-nan,
3371.87,1,1,1,-nan,1.00085,1.00639,0.987817,0.000188412,-0.000845551,-0.00639153,0.0121834,-nan,
3371.89,1,1,1,-nan,1.00104,1.0066,0.9881,0.000224976,-0.00103641,-0.00659549,0.0119004,-nan,
3371.91,1,1,1,-nan,1.00104,1.0066,0.9881,0.000224976,-0.00103641,-0.00659549,0.0119004,-nan,
3371.93,1,1,1,-nan,1.0013,1.00703,0.98836,0.000366651,-0.00130057,-0.00703335,0.0116399,-nan,
3371.95,1,1,1,-nan,1.00151,1.00748,0.988416,0.000334398,-0.00150669,-0.00747836,0.0115838,-nan,
3371.97,1,1,1,-nan,1.00151,1.00748,0.988416,0.000334398,-0.00150669,-0.00747836,0.0115838,-nan,
3371.99,1,1,1,-nan,1.00166,1.00786,0.988635,0.000348478,-0.00165546,-0.00785565,0.011365,-nan,
3372.01,1,1,1,-nan,1.00166,1.00786,0.988635,0.000348478,-0.00165546,-0.00785565,0.011365,-nan,
3372.03,1,1,1,-nan,1.00186,1.00854,0.988709,0.000378249,-0.00186372,-0.00854075,0.0112913,-nan,
3372.05,1,1,1,-nan,1.00206,1.00887,0.98902,0.00040276,-0.00206041,-0.00886893,0.0109801,-nan,
3372.07,1,1,1,-nan,1.00206,1.00887,0.98902,0.00040276,-0.00206041,-0.00886893,0.0109801,-nan,
3372.09,1,1,1,-nan,1.00243,1.00857,0.990219,0.000343295,-0.00243258,-0.00856721,0.0097813,-nan,
3372.11,1,1,1,-nan,1.00243,1.00857,0.990219,0.000343295,-0.00243258,-0.00856721,0.0097813,-nan,
3372.13,1,1,1,-nan,1.00268,1.00837,0.991119,0.000463648,-0.00268102,-0.0083735,0.00888103,-nan,
3372.15,1,1,1,-nan,1.0029,1.00836,0.991693,0.000453995,-0.00289679,-0.00835586,0.00830662,-nan,
3372.17,1,1,1,-nan,1.0029,1.00836,0.991693,0.000453995,-0.00289679,-0.00835586,0.00830662,-nan,
3372.19,1,1,1,-nan,1.00308,1.00832,0.992247,0.000410424,-0.00307822,-0.00831854,0.00775272,-nan,
3372.21,1,1,1,-nan,1.00308,1.00832,0.992247,0.000410424,-0.00307822,-0.00831854,0.00775272,-nan,
3372.23,1,1,1,-nan,1.0033,1.00846,0.992571,0.000505476,-0.0032959,-0.00846422,0.00742859,-nan,
3372.25,1,1,1,-nan,1.00342,1.00872,0.992602,0.000417696,-0.00342345,-0.00872278,0.00739753,-nan,
3372.27,1,1,1,-nan,1.00342,1.00872,0.992602,0.000417696,-0.00342345,-0.00872278,0.00739753,-nan,
3372.29,1,1,1,-nan,1.0035,1.00893,0.992696,0.000512656,-0.00349796,-0.00892532,0.00730431,-nan,
3372.31,1,1,1,-nan,1.0035,1.00893,0.992696,0.000512656,-0.00349796,-0.00892532,0.00730431,-nan,
3372.33,1,1,1,-nan,1.00356,1.00931,0.992651,0.000553601,-0.00355673,-0.00931406,0.00734866,-nan,
3372.35,1,1,1,-nan,1.00359,1.00971,0.992561,0.000508574,-0.00358951,-0.009709,0.00743932,-nan,
3372.37,1,1,1,-nan,1.00359,1.00971,0.992561,0.000508574,-0.00358951,-0.009709,0.00743932,-nan,
3372.39,1,1,1,-nan,1.00362,1.01005,0.992553,0.000564409,-0.00362039,-0.0100532,0.00744724,-nan,
3372.41,1,1,1,-nan,1.00362,1.01005,0.992553,0.000564409,-0.00362039,-0.0100532,0.00744724,-nan,
3372.43,1,1,1,-nan,1.00365,1.01061,0.992308,0.000545613,-0.00364697,-0.0106111,0.0076918,-nan,
3372.45,1,1,1,-nan,1.00405,1.01072,0.992627,0.000510422,-0.0040518,-0.0107173,0.0073728,-nan,
3372.47,1,1,1,-nan,1.00405,1.01072,0.992627,0.000510422,-0.0040518,-0.0107173,0.0073728,-nan,
3372.49,1,1,1,-nan,1.00517,1.01009,0.994331,0.000520372,-0.00517452,-0.0100935,0.00566894,-nan,
3372.51,1,1,1,-nan,1.00517,1.01009,0.994331,0.000520372,-0.00517452,-0.0100935,0.00566894,-nan,
3372.53,1,1,1,-nan,1.00649,1.0095,0.996176,0.000331786,-0.00648761,-0.00949788,0.00382423,-nan,
3372.55,1,1,1,-nan,1.00735,1.00916,0.997056,0.000233824,-0.00734854,-0.00915504,0.00294405,-nan,
3372.57,1,1,1,-nan,1.00735,1.00916,0.997056,0.000233824,-0.00734854,-0.00915504,0.00294405,-nan,
3372.59,1,1,1,-nan,1.00814,1.00881,0.997835,0.000135244,-0.0081408,-0.00881004,0.00216484,-nan,
3372.61,1,1,1,-nan,1.00814,1.00881,0.997835,0.000135244,-0.0081408,-0.00881004,0.00216484,-nan,
3372.63,1,1,1,-nan,1.00906,1.00849,0.998515,2.4684e-05,-0.00905955,-0.00849497,0.00148523,-nan,
3372.65,1,1,1,-nan,1.00906,1.00849,0.998515,2.4684e-05,-0.00905955,-0.00849497,0.00148523,-nan,
3372.67,1,1,1,-nan,1.00985,1.00828,0.998841,-0.000126423,-0.00985074,-0.00827837,0.00115895,-nan,
3372.69,1,1,1,-nan,1.0102,1.00818,0.998883,-0.000132525,-0.010201,-0.00818086,0.00111669,-nan,
3372.71,1,1,1,-nan,1.0102,1.00818,0.998883,-0.000132525,-0.010201,-0.00818086,0.00111669,-nan,
3372.73,1,1,1,-nan,1.01081,1.00803,0.998787,5.52609e-05,-0.0108097,-0.00802994,0.00121343,-nan,
3372.75,1,1,1,-nan,1.01119,1.00796,0.998542,-5.81212e-05,-0.0111884,-0.00796378,0.00145805,-nan,
3372.77,1,1,1,-nan,1.01119,1.00796,0.998542,-5.81212e-05,-0.0111884,-0.00796378,0.00145805,-nan,
3372.79,1,1,1,-nan,1.01149,1.0079,0.998315,-0.000136365,-0.0114869,-0.00789702,0.00168484,-nan,
3372.81,1,1,1,-nan,1.01149,1.0079,0.998315,-0.000136365,-0.0114869,-0.00789702,0.00168484,-nan,
3372.83,1,1,1,-nan,1.01176,1.00789,0.99761,-0.000246846,-0.0117555,-0.00788832,0.00239009,-nan,
3372.85,1,1,1,-nan,1.01222,1.00774,0.997467,-0.000236865,-0.012217,-0.00773668,0.00253266,-nan,
3372.87,1,1,1,-nan,1.01222,1.00774,0.997467,-0.000236865,-0.012217,-0.00773668,0.00253266,-nan,
3372.89,1,1,1,-nan,1.01324,1.00718,0.998691,-0.0002234,-0.0132411,-0.0071764,0.00130886,-nan,
3372.91,1,1,1,-nan,1.01324,1.00718,0.998691,-0.0002234,-0.0132411,-0.0071764,0.00130886,-nan,
3372.93,1,1,1,-nan,1.01435,1.00655,0.999843,-0.000235219,-0.0143516,-0.00654662,0.000156939,-nan,
3372.95,1,1,1,-nan,1.015,1.00618,1.00033,-0.000139375,-0.0149968,-0.00618064,-0.000331521,-nan,
3372.97,1,1,1,-nan,1.015,1.00618,1.00033,-0.000139375,-0.0149968,-0.00618064,-0.000331521,-nan,
3372.99,1,1,1,-nan,1.01558,1.00583,1.00069,-7.10297e-05,-0.0155816,-0.00582993,-0.000688791,-nan,
3373.01,1,1,1,-nan,1.01558,1.00583,1.00069,-7.10297e-05,-0.0155816,-0.00582993,-0.000688791,-nan,
3373.03,1,1,1,-nan,1.01607,1.00539,1.00058,2.08561e-05,-0.0160718,-0.00539434,-0.000576735,-nan,
3373.05,1,1,1,-nan,1.01592,1.00462,1.00057,9.14338e-05,-0.0159237,-0.00462019,-0.000572562,-nan,
3373.07,1,1,1,-nan,1.01592,1.00462,1.00057,9.14338e-05,-0.0159237,-0.00462019,-0.000572562,-nan,
3373.09,1,1,1,-nan,1.01557,1.00408,1.00062,7.90342e-05,-0.0155654,-0.00408006,-0.000623345,-nan,
